"","retweeted_status.user.screen_name","n"
"2118","thaiphi_le",1
"2119","_ThatGirlSerena",1
"2120","That_naija_girl",1
"2121","ThatReal87",1
"2122","ThatsSoNiche",1
"2123","thebadboosh",1
"2124","thebirdhouse",1
"2125","TheDrewLynch",1
"2126","TheGayTimes",1
"2127","thehappening",1
"2128","thejackyaeger",1
"2129","The_KazukiIDEI",1
"2130","The_MADMix",1
"2131","TheMaverick21",1
"2132","TheMichaelRock",1
"2133","TheMixedWonder",1
"2134","TheNoiseLab",1
"2135","TheOGxTheory",1
"2136","TheRachelLilly",1
"2137","therealrampageG",1
"2138","ThetaClair",1
"2139","the__tech_news",1
"2140","the_vampire_god",1
"2141","theveganjulia",1
"2142","TheWaterIsDIrty",1
"2143","thggyduck",1
"2144","thing_two_",1
"2145","thisgirlll_1",1
"2146","ThisIsCrowley",1
"2147","thisismythical",1
"2148","ThisLazyPanda",1
"2149","ThisMLife",1
"2150","Thookboktor",1
"2151","TiaraFrancisco",1
"2152","tiffanyyh13",1
"2153","tiffxnyta",1
"2154","tinynygma",1
"2155","TipsyBartender",1
"2156","tjfromhtown",1
"2157","T_Nerdalicious",1
"2158","tomas_yanez7",1
"2159","Tom__Coleman",1
"2160","TomCruise_5",1
"2161","tomlinavys",1
"2162","tomokitomo88",1
"2163","toniebrady04",1
"2164","Toni_Newman",1
"2165","Tonysonfire",1
"2166","torituguita",1
"2167","torlowski",1
"2168","tornportrait",1
"2169","towerofamericas",1
"2170","traveleatpinas",1
"2171","TravelLeisure",1
"2172","trayce",1
"2173","trellatay",1
"2174","Trillyana",1
"2175","TrishAnderson32",1
"2176","tristagail",1
"2177","Tsune_ShikaX",1
"2178","tvforhotels",1
"2179","tweet4howi",1
"2180","tweetenbeaton",1
"2181","twistools_en",1
"2182","TylerFirebrae",1
"2183","TylerXCIII",1
"2184","TylerYmoi",1
"2185","TylonBoo",1
"2186","tyronerodriguez",1
"2187","TyyDaddy",1
"2188","UBaltBookstore",1
"2189","UCIDining",1
"2190","ugh_tbh_idc",1
"2191","umairh",1
"2192","umitcantoprakk",1
"2193","UniStudios",1
"2194","UrbZzZzZ",1
"2195","usagipichi",1
"2196","usa_misumi",1
"2197","UtechtKenny",1
"2198","UttKaitlyn",1
"2199","UxyIniguez",1
"2200","vaaaaal___",1
"2201","valen_10a",1
"2202","valerio_dimario",1
"2203","valonfox",1
"2204","VargasParalegal",1
"2205","VCU_Dining",1
"2206","vega_maleja",1
"2207","vegetaxgokuu",1
"2208","vergepop",1
"2209","VesselNews",1
"2210","victoriamonse_",1
"2211","VictorriaAnne",1
"2212","victorrleonn",1
"2213","viczzss",1
"2214","vincentmtweten",1
"2215","VinceSchilling",1
"2216","viralizeed",1
"2217","Virtualwiki00",1
"2218","VisitSingapore",1
"2219","Vivianamall",1
"2220","VivianLee_Kyz",1
"2221","Vix_Social",1
"2222","vlaaaaaaadddddd",1
"2223","void_bea",1
"2224","vonbeau",1
"2225","vrai777",1
"2226","vratsbane",1
"2227","vrhill",1
"2228","vtstrwberryacai",1
"2229","WAAYTV",1
"2230","WalkerSands",1
"2231","WanderCorn",1
"2232","WannabePress",1
"2233","waostuffs",1
"2234","wcnc",1
"2235","WeAdmitted",1
"2236","webn",1
"2237","wedgwoodSCI",1
"2238","WenghinyG",1
"2239","WestofCrazy",1
"2240","wheresmattyb",1
"2241","WhiteOaksMall",1
"2242","whoiskz",1
"2243","_williamj0hn",1
"2244","WINN_DealFinder",1
"2245","woakatie",1
"2246","Woohoo487",1
"2247","WORLDSTARC0MEDY",1
"2248","worrell_dj",1
"2249","WPXI",1
"2250","WraithLette",1
"2251","wsbradio",1
"2252","wtam1100",1
"2253","WTF977Rocks",1
"2254","xavierlur",1
"2255","xGlamBotx",1
"2256","xoxossamantha",1
"2257","xVivaYT",1
"2258","xxsassyaieshaxx",1
"2259","xxxymsn",1
"2260","yanishkange",1
"2261","YazzyJP",1
"2262","yhnsazhr_",1
"2263","yorgunteokrat",1
"2264","yorkeee1",1
"2265","Yubbie007",1
"2266","yugomemes_",1
"2267","yungo_jp",1
"2268","zachandchees",1
"2269","zachj04",1
"2270","zakatuche",1
"2271","_zaneogan_",1
"2272","ZatyAmni",1
"2273","zehracolakovic",1
"2274","zenchu2011",1
"2275","zoeyweil66",1
"2276","ZoominHDforkids",1
"2277","zorokun20",1
